City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
yushan,31.3776,120.9543,19.43,53,77,3.1,CN,1635381050
bethel,41.3712,-73.414,12.62,85,75,1.54,US,1635381050
sibu,2.3,111.8167,24.17,100,40,2.24,MY,1635381050
shenjiamen,29.9576,122.298,18.95,58,6,5.68,CN,1635381051
caninde,-4.3589,-39.3117,25.96,68,11,1.1,BR,1635381051
narrabri,-30.3167,149.7833,30.85,45,79,5.14,AU,1635381052
nishihara,26.1842,127.7558,24.6,59,40,4.12,JP,1635381052
ulladulla,-35.35,150.4667,27.65,35,83,2.32,AU,1635381052
adur,9.1667,76.7333,22.86,99,100,1.34,IN,1635381053
hamilton,39.1834,-84.5333,10.78,83,90,0.45,US,1635381053
lazaro cardenas,17.9583,-102.2,26.33,82,49,1.35,MX,1635381054
alofi,-19.0595,-169.9187,27.94,57,75,8.23,NU,1635381054
lasa,46.6166,10.7002,4.49,37,1,1.34,IT,1635380912
fort wellington,6.4,-57.6,25.93,85,11,4.7,GY,1635381055
baoro,5.6667,15.9667,19.54,96,82,0.36,CF,1635381055
grindavik,63.8424,-22.4338,3.26,81,0,4.63,IS,1635381055
dudinka,69.4058,86.1778,-23.97,100,89,0.87,RU,1635381056
sinnamary,5.3833,-52.95,25.49,88,14,3.45,GF,1635381056
maldonado,-34.6667,-54.9167,21.66,74,0,2.38,UY,1635381057
nakamura,32.9833,132.9333,19.76,46,0,1.52,JP,1635381057
sumbawanga,-7.9667,31.6167,16.14,59,5,2.27,TZ,1635381058
marzuq,14.4,46.4667,19.99,42,0,1.88,YE,1635381058
babu,24.4167,111.5167,19.18,74,92,1.44,CN,1635381059
xuddur,4.1213,43.8894,21.9,87,0,3.26,SO,1635381059
lagoa,39.05,-27.9833,19.64,74,100,10.63,PT,1635381059
mount isa,-20.7333,139.5,33.87,46,75,8.23,AU,1635381060
kosa,59.9445,54.9977,0.23,98,100,3.64,RU,1635381060
zhengjiatun,43.5064,123.5064,9.88,38,0,2.11,CN,1635381061
krasnoselkup,65.7,82.4667,-18.03,99,89,2.7,RU,1635381061
antofagasta,-23.65,-70.4,15.6,76,10,2.19,CL,1635380925
kerema,-7.9631,145.7785,29.23,73,100,2.73,PG,1635381062
pangnirtung,66.1451,-65.7125,-3.84,85,99,1.31,CA,1635381063
bergen,60.392,5.328,13.69,94,90,7.2,NO,1635381064
polis,35.0367,32.4264,18.9,77,100,1.73,CY,1635381064
tirano,46.2154,10.1679,11.45,73,0,1.09,IT,1635381065
sitka,57.0531,-135.33,6.94,81,90,8.75,US,1635380909
noumea,-22.2763,166.4572,27.99,99,59,6.01,NC,1635380832
petropavl,54.8753,69.1628,-0.4,54,100,5.97,KZ,1635381065
novobirilyussy,56.9514,90.6661,-2.72,67,50,3.19,RU,1635381066
zyryanka,65.75,150.85,-14.39,83,21,3.57,RU,1635381067
upernavik,72.7868,-56.1549,-6.32,81,29,2.38,GL,1635381067
ulsteinvik,62.3432,5.8487,12.07,84,100,4.47,NO,1635381068
port hardy,50.6996,-127.4199,10.1,87,75,3.09,CA,1635381068
sao joao da barra,-21.6403,-41.0511,23.02,89,29,5.1,BR,1635381068
wanning,18.8003,110.3967,25.44,90,100,5.11,CN,1635381069
salalah,17.0151,54.0924,23.05,49,0,1.03,OM,1635381069
hirara,24.8,125.2833,24.92,64,40,5.14,JP,1635381069
tuatapere,-46.1333,167.6833,19.39,55,0,1.62,NZ,1635381070
zaranj,30.9667,61.8833,12.98,49,5,6.15,AF,1635381070
giovinazzo,41.1864,16.6674,15.71,80,20,3.6,IT,1635381071
khasan,42.4308,130.6434,10.52,46,0,8.95,RU,1635381071
elizabeth city,36.2946,-76.2511,20.03,87,75,0.0,US,1635380886
saint-philippe,-21.3585,55.7679,20.77,78,29,2.59,RE,1635380890
ponta delgada,37.7333,-25.6667,20.4,77,40,6.17,PT,1635381072
russell,32.3502,-85.1999,18.57,84,1,2.06,US,1635381024
labuhan,-6.8844,112.2051,28.34,76,97,3.11,ID,1635381073
kirakira,-10.4544,161.9205,29.26,73,96,3.38,SB,1635381073
namatanai,-3.6667,152.4333,30.31,64,38,1.94,PG,1635381074
muros,42.7762,-9.0603,14.91,83,15,3.23,ES,1635381074
tongren,27.7172,109.1853,15.9,78,100,1.07,CN,1635381075
les cayes,18.2,-73.75,25.6,81,85,1.66,HT,1635381075
padilla,3.2204,-76.3139,23.76,92,98,0.99,CO,1635381075
hambantota,6.1241,81.1185,24.19,100,100,2.06,LK,1635380821
sulangan,11.1373,123.7228,27.75,77,85,3.63,PH,1635381076
dunedin,-45.8742,170.5036,15.91,74,3,6.9,NZ,1635381076
rostovka,55.3842,71.8891,-0.7,57,97,5.16,RU,1635381077
ganta,7.3022,-8.5308,20.72,98,92,0.68,LR,1635381077
krutinka,56.0055,71.5113,-0.24,63,99,6.16,RU,1635381078
mayo,38.8876,-76.5119,18.3,82,1,0.89,US,1635381078
ugoofaaru,5.6667,73.0,27.0,76,71,3.27,MV,1635381079
shu,43.5983,73.7614,10.47,59,100,2.58,KZ,1635381079
marietta,33.9526,-84.5499,17.45,64,20,4.12,US,1635381079
waingapu,-9.6567,120.2641,30.98,62,61,4.47,ID,1635381080
lorengau,-2.0226,147.2712,28.98,73,100,2.62,PG,1635381080
margate,51.3813,1.3862,13.82,84,26,0.89,GB,1635381056
namibe,-15.1961,12.1522,19.45,68,77,4.16,AO,1635381081
mandera,3.9366,41.867,25.92,70,17,6.65,KE,1635381081
yar-sale,66.8333,70.8333,-9.72,90,100,4.54,RU,1635381082
ziro,27.6333,93.8333,7.41,82,0,1.23,IN,1635381082
ahuimanu,21.4447,-157.8378,28.84,63,75,5.14,US,1635381083
livingston,55.9029,-3.5226,12.49,98,40,3.09,GB,1635381083
hagere selam,6.4833,38.5167,9.4,97,100,1.43,ET,1635381084
cuamba,-14.8031,36.5372,20.73,78,59,3.03,MZ,1635381084
ejido,8.5514,-71.2375,20.53,93,100,1.75,VE,1635381084
karimnagar,18.4333,79.15,18.91,70,52,2.56,IN,1635381085
taunggyi,20.7833,97.0333,17.53,92,17,0.16,MM,1635381085
san carlos de bariloche,-41.1456,-71.3082,14.86,31,0,5.14,AR,1635381086
winnemucca,40.973,-117.7357,17.03,51,1,3.6,US,1635381086
saint-denis,48.9167,2.3333,11.17,88,0,2.57,FR,1635381086
ust-tsilma,65.441,52.1498,-4.78,95,100,3.49,RU,1635381087
finschhafen,-6.6024,147.8681,29.92,66,100,4.56,PG,1635381087
zhigansk,66.7697,123.3711,-6.16,94,100,10.76,RU,1635381088
bulgan,48.8125,103.5347,3.08,40,7,0.99,MN,1635381088
bara,10.3744,10.7288,25.67,43,51,0.09,NG,1635381088
vardo,70.3705,31.1107,1.44,53,99,6.65,NO,1635381089
doha,25.2867,51.5333,24.99,61,0,2.06,QA,1635380812
edd,13.9297,41.6925,30.35,34,5,7.12,ER,1635381090
la rochelle,46.1667,-1.15,9.04,87,0,2.57,FR,1635381090
chinhoyi,-17.3667,30.2,19.17,66,53,3.67,ZW,1635381090
sikasso,10.9167,-7.0,26.05,72,100,3.21,ML,1635381091
kamenka,51.3223,42.7678,1.95,58,86,3.68,RU,1635381091
benemerito de las americas,16.5167,-90.6439,26.5,82,22,0.32,MX,1635381092
taitung,22.7583,121.1444,23.15,78,75,3.09,TW,1635381092
bengkulu,-3.8004,102.2655,25.8,79,100,1.56,ID,1635381093
rocha,-34.4833,-54.3333,18.58,74,0,1.84,UY,1635380966
hirado,33.3597,129.5531,17.64,50,5,6.0,JP,1635381093
mantua,45.1667,10.7833,10.39,68,14,2.09,IT,1635381094
vila velha,-20.3297,-40.2925,24.97,83,75,3.09,BR,1635381094
paamiut,61.994,-49.6678,-0.74,69,100,5.98,GL,1635381094
lexington,37.9887,-84.4777,11.1,75,1,1.34,US,1635380940
gamba,-2.65,10.0,23.53,91,100,1.93,GA,1635380922
laguna,38.421,-121.4238,23.13,68,1,2.24,US,1635380939
saldanha,-33.0117,17.9442,16.03,97,20,4.3,ZA,1635381095
sisimiut,66.9395,-53.6735,-4.25,70,100,2.67,GL,1635381096
keskin,39.6731,33.6136,7.26,50,50,1.32,TR,1635381096
swan hill,-35.3378,143.5544,32.34,20,5,5.31,AU,1635381097
fukue,32.6881,128.8419,20.2,60,20,4.12,JP,1635381097
goba,7.0167,39.9833,9.45,91,57,1.38,ET,1635381098
airai,-8.9266,125.4092,23.84,51,97,1.37,TL,1635381098
kenai,60.5544,-151.2583,3.38,56,20,0.0,US,1635381098
zhangye,38.9342,100.4517,7.29,39,77,0.65,CN,1635381099
kaliganj,23.4095,89.1402,23.68,86,86,2.5,BD,1635381099
neuquen,-38.9516,-68.0591,24.94,47,100,0.0,AR,1635381100
iskateley,67.6803,53.1512,-6.72,86,100,4.62,RU,1635381101
seymchan,62.8833,152.4333,-14.01,81,30,1.23,RU,1635381101
garowe,8.4054,48.4845,22.76,78,5,4.32,SO,1635381101
haimen,23.1935,116.6142,23.94,75,68,8.11,CN,1635381102
hasaki,35.7333,140.8333,18.16,60,100,7.91,JP,1635381102
flin flon,54.7682,-101.865,6.25,87,100,1.58,CA,1635381102
champerico,14.3,-91.9167,30.19,80,53,2.91,GT,1635381103
mendoza,-32.8908,-68.8272,27.74,39,0,1.54,AR,1635381103
kottagudem,17.55,80.6333,21.12,84,87,1.45,IN,1635381104
zalantun,48.0,122.7167,6.12,44,14,1.1,CN,1635381104
ancud,-41.8697,-73.8203,11.74,92,0,2.17,CL,1635381105
lokosovo,61.1333,74.8167,-7.35,92,75,3.04,RU,1635380911
oussouye,12.485,-16.5469,28.1,78,100,1.98,SN,1635381106
chumikan,54.7183,135.315,3.32,72,10,6.73,RU,1635381106
cape canaveral,28.4058,-80.6048,24.04,75,1,0.0,US,1635381106
tezu,27.9167,96.1667,20.23,56,8,1.34,IN,1635381107
high rock,26.6208,-78.2833,24.01,62,81,2.65,BS,1635381107
kahului,20.8947,-156.47,29.43,67,20,11.32,US,1635380998
beberibe,-4.1797,-38.1306,28.02,81,65,6.44,BR,1635381108
zemio,5.0314,25.1361,21.14,89,93,0.82,CF,1635381108
derbent,42.0678,48.2899,9.48,72,0,2.24,RU,1635381109
the valley,18.217,-63.0578,27.92,63,0,2.32,AI,1635381109
guanica,17.9716,-66.908,27.73,79,2,1.34,PR,1635381110
batagay,67.6333,134.6333,-11.53,96,100,1.33,RU,1635381110
odessa,46.4775,30.7326,3.96,93,0,2.0,UA,1635381111
okha,53.5739,142.9478,5.06,85,100,5.5,RU,1635381111
talara,-4.5772,-81.2719,18.45,89,100,6.54,PE,1635381111
ikom,5.9667,8.7063,22.86,98,93,0.98,NG,1635381112
ampanihy,-24.7,44.75,18.67,76,84,6.98,MG,1635381112
goderich,43.7501,-81.7165,11.06,93,6,1.54,CA,1635381113
capitao poco,-1.7464,-47.0594,23.34,92,60,2.02,BR,1635381113
samarai,-10.6167,150.6667,28.54,71,99,5.13,PG,1635381113
marawi,7.9986,124.2928,20.92,72,87,1.04,PH,1635381114
dimitrovgrad,54.2139,49.6184,5.03,64,100,5.78,RU,1635381114
zarya,55.7553,38.0958,6.29,89,100,4.52,RU,1635381115
ust-kuyga,70.0167,135.6,-16.35,100,95,0.6,RU,1635381115
semnan,35.5729,53.3971,8.34,58,34,0.26,IR,1635381115
plettenberg bay,-34.0527,23.3716,18.88,89,100,2.06,ZA,1635381116
tashtyp,52.7939,89.8983,-2.03,89,100,1.33,RU,1635381116
mumford,5.2618,-0.759,25.42,86,16,2.41,GH,1635381117
zambezi,-13.5432,23.1047,22.41,56,96,1.53,ZM,1635381117
praya,14.9215,-23.5087,26.3,78,75,8.23,CV,1635381117
chumphon,10.3333,98.8333,22.06,85,100,0.41,TH,1635381118
betong,5.7743,101.0723,22.62,99,100,0.89,TH,1635381118
molina,-35.1167,-71.2833,23.85,31,83,2.06,CL,1635381118
vilyuysk,63.7553,121.6247,-2.7,78,90,5.94,RU,1635381119
makat,47.6469,53.3463,0.52,76,5,2.94,KZ,1635381119
redlands,34.0556,-117.1825,29.17,31,0,1.69,US,1635380953
nova zagora,42.4833,26.0167,4.15,78,0,1.12,BG,1635381120
presidencia roque saenz pena,-26.7852,-60.4388,28.25,35,86,5.59,AR,1635381120
bakchar,57.0186,82.0711,-3.28,76,96,2.59,RU,1635381121
sobolevo,54.4299,31.8996,7.57,93,100,7.39,RU,1635381122
kabo,7.6994,18.629,22.46,91,96,1.32,CF,1635381123
staryy nadym,65.6118,72.6842,-10.11,86,100,5.21,RU,1635381123
kruisfontein,-34.0033,24.7314,16.86,89,100,2.94,ZA,1635380923
bol,13.4586,14.7147,27.94,40,99,4.47,TD,1635381124
middleton,53.55,-2.2,15.62,82,96,7.78,GB,1635381024
atambua,-9.1061,124.8925,29.75,53,100,1.17,ID,1635381124
ayan,56.45,138.1667,2.86,71,13,2.5,RU,1635381125
antalaha,-14.9003,50.2788,21.76,83,46,1.18,MG,1635381125
amazar,53.858,120.875,2.17,63,100,1.11,RU,1635381054
kokkola,63.8385,23.1307,5.28,90,90,0.89,FI,1635381126
gisors,49.2818,1.7801,11.08,82,9,2.53,FR,1635381126
crotone,39.0851,17.1178,16.05,76,3,6.7,IT,1635381126
port blair,11.6667,92.75,27.02,83,40,2.57,IN,1635381127
pingdingshan,33.7385,113.3012,14.19,48,98,1.25,CN,1635380913
bambanglipuro,-7.95,110.2833,27.76,78,96,2.5,ID,1635381127
luis correia,-2.8792,-41.6669,26.77,80,62,6.11,BR,1635381128
karasjok,69.4719,25.5112,-3.94,95,100,2.37,NO,1635381128
bull savanna,17.8868,-77.5902,24.95,82,16,3.44,JM,1635381128
nichinan,31.6,131.3667,15.82,52,0,2.89,JP,1635381129
vaitape,-16.5167,-151.75,26.37,79,32,4.35,PF,1635381129
balkanabat,39.5108,54.3671,7.56,73,0,2.25,TM,1635381130
nantucket,41.2835,-70.0995,10.64,91,100,19.3,US,1635380910
olenino,56.2092,33.4889,6.59,93,100,6.46,RU,1635381130
linxi,39.7,118.4333,12.91,40,100,1.73,CN,1635381131
taoudenni,22.6783,-3.9836,29.6,18,100,6.89,ML,1635381131
gambela,8.25,34.5833,21.23,86,77,1.71,ET,1635381132
minuri,16.535,121.8574,22.49,96,100,1.25,PH,1635381132
bima,-8.4667,118.7167,32.58,55,18,1.42,ID,1635381133
colares,38.7992,-9.4469,18.21,51,0,1.34,PT,1635381133
gainesville,29.6516,-82.3248,19.28,64,1,0.0,US,1635381129
paranavai,-23.0731,-52.4653,25.67,84,100,4.39,BR,1635381134
aykhal,66.0,111.5,-9.21,91,100,10.5,RU,1635381135
walvis bay,-22.9575,14.5053,16.16,88,82,1.54,NA,1635381135
moramanga,-18.9333,48.2,15.5,89,14,1.33,MG,1635381135
ewa beach,21.3156,-158.0072,29.45,58,75,5.14,US,1635380962
coihaique,-45.5752,-72.0662,13.97,47,75,3.6,CL,1635380955
mirnyy,62.5353,113.9611,-6.39,80,100,7.32,RU,1635381136
buala,-8.145,159.5921,30.42,63,38,2.61,SB,1635381137
axim,4.8699,-2.2405,24.92,90,17,2.58,GH,1635381137
kadhan,24.481,68.9859,25.33,30,0,2.85,PK,1635381137
chillicothe,39.3331,-82.9824,11.07,82,90,1.54,US,1635381018
mufulira,-12.5498,28.2407,19.94,66,5,3.3,ZM,1635381138
macau,22.2006,113.5461,25.99,83,75,4.63,MO,1635381138
nisko,50.5199,22.1397,7.7,85,86,1.34,PL,1635381139
shaunavon,49.6501,-108.4181,9.88,35,1,9.14,CA,1635381139
loviisa,60.4566,26.2251,7.47,85,100,5.57,FI,1635381139
soe,-9.8607,124.284,28.28,46,100,2.68,ID,1635381140
ust-kut,56.7938,105.7672,-2.07,60,65,3.45,RU,1635381140
sayyan,15.1718,44.3244,11.23,34,4,1.6,YE,1635381141
port hedland,-20.3167,118.5667,28.03,32,0,2.06,AU,1635380966
atar,20.5169,-13.0499,26.14,48,100,2.45,MR,1635381141
treinta y tres,-33.2333,-54.3833,20.17,74,0,3.69,UY,1635381142
kobryn,52.2138,24.3564,7.93,85,100,4.87,BY,1635381142
tazovskiy,67.4667,78.7,-17.04,97,77,2.1,RU,1635380892
banda aceh,5.5577,95.3222,26.78,77,71,1.59,ID,1635381143
miraflores,19.2167,-98.8083,23.35,87,14,1.66,MX,1635381143
guanay,-15.4975,-67.8797,26.05,54,91,0.77,BO,1635381143
bahia blanca,-38.7196,-62.2724,23.23,33,77,3.2,AR,1635381121
tambacounda,13.7539,-13.7586,27.03,89,0,2.06,SN,1635381144
araouane,18.9048,-3.5265,30.09,19,69,3.14,ML,1635381144
belmonte,-15.8631,-38.8828,25.28,87,0,3.3,BR,1635381145
pozo colorado,-23.4923,-58.7972,25.02,40,15,2.94,PY,1635381145
gua musang,4.8823,101.9644,25.06,93,80,0.47,MY,1635381145
shingu,33.7333,135.9833,19.55,49,0,1.93,JP,1635381146
sao felix do xingu,-6.6447,-51.995,23.9,80,37,0.62,BR,1635381146
adrar,20.5022,-10.0711,21.77,52,74,3.79,MR,1635381147
copiapo,-27.3667,-70.3333,11.83,49,5,0.68,CL,1635381147
meulaboh,4.1363,96.1285,24.25,88,98,1.65,ID,1635380979
verkh-usugli,52.7,115.1667,1.89,64,30,0.48,RU,1635381148
korla,41.7597,86.1469,7.56,46,6,1.15,CN,1635380951
andenes,69.3143,16.1194,2.99,65,100,11.83,NO,1635381148
brainerd,46.358,-94.2008,8.14,93,90,1.54,US,1635381149
anadyr,64.75,177.4833,-18.72,84,0,3.0,RU,1635381149
basoko,1.2391,23.616,20.93,96,25,1.15,CD,1635381150
bilma,18.6853,12.9164,26.28,17,0,1.33,NE,1635380949
srednekolymsk,67.45,153.6833,-17.74,91,32,0.92,RU,1635381150
zhovtneve,50.6637,24.2492,6.23,84,67,3.54,UA,1635381151
bubaque,11.2833,-15.8333,27.7,77,72,3.13,GW,1635381151
maningrida,-12.0667,134.2667,32.78,53,60,3.97,AU,1635381083
marabba,12.35,32.1833,26.17,63,24,2.83,SD,1635381152
thanh hoa,19.8,105.7667,21.85,87,100,2.97,VN,1635380928
magnor,59.9511,12.1996,11.9,95,100,4.55,SE,1635381153
zhezkazgan,47.8043,67.7144,-1.32,34,1,2.77,KZ,1635381153
louga,58.7372,29.8453,9.64,82,99,5.84,RU,1635381154
hofn,64.2539,-15.2082,3.01,87,90,1.54,IS,1635381154
dalvik,65.9702,-18.5286,0.96,99,100,2.84,IS,1635381154
bykovo,55.6361,38.0803,6.42,87,75,4.0,RU,1635381155
miri,4.4148,114.0089,26.08,89,40,1.03,MY,1635381155
christchurch,-43.5333,172.6333,18.3,76,90,0.89,NZ,1635381156
bairiki,1.3292,172.9752,30.0,66,75,3.6,KI,1635381156
santana do matos,-5.9575,-36.6556,25.88,64,5,7.55,BR,1635381156
sola,-13.8833,167.55,27.37,65,90,0.0,VU,1635381157
praia da vitoria,38.7333,-27.0667,19.14,82,40,4.75,PT,1635381157
bikin,46.8161,134.26,6.43,67,5,4.34,RU,1635381131
isangel,-19.55,169.2667,29.06,74,100,2.06,VU,1635381158
kodarma,24.4667,85.6,17.91,71,0,1.49,IN,1635381158
dingle,10.9995,122.6711,27.98,81,100,4.8,PH,1635381158
middelburg,-25.7751,29.4648,15.66,74,100,2.87,ZA,1635381159
tevriz,57.509,72.4042,-0.46,82,100,3.49,RU,1635381159
brownsville,25.9018,-97.4975,28.28,57,1,0.89,US,1635381160
nistoresti,45.8333,26.7333,5.48,63,24,1.92,RO,1635381160
farafangana,-22.8167,47.8333,21.71,92,32,3.14,MG,1635381160
abaete,-19.16,-45.4458,24.92,60,98,3.6,BR,1635381161
rognedino,53.8015,33.5576,6.15,90,100,6.8,RU,1635381161
cheney,47.4874,-117.5758,10.97,66,90,5.66,US,1635381162
terme,41.2092,36.9739,13.31,81,100,0.47,TR,1635381162
tecpan,14.7623,-90.9947,17.42,98,97,1.24,GT,1635381162
findlay,41.0442,-83.6499,11.41,82,90,3.09,US,1635381107
tanout,14.9709,8.8879,28.6,13,6,3.81,NE,1635381163
tabuk,17.4189,121.4443,24.4,83,99,2.55,PH,1635381015
port moresby,-9.4431,147.1797,31.68,66,40,5.14,PG,1635381164
dakor,22.75,73.15,22.01,64,0,4.06,IN,1635381164
newton,42.337,-71.2092,10.98,90,90,0.89,US,1635381164
deori khas,23.4,79.0167,15.72,58,0,1.44,IN,1635381165
